gene	n_datasets	n_tissues	tissues	weighted_delta_s1_minus_s2	stouffer_z	p_value	n_positive_datasets	n_negative_datasets	fdr	evidence_tier
CALCB	3	2	cartilage;synovium	-0.6125240270599287	-1.8834054562856726	0.059645441486141114	0	3	0.5386450612349942	S2_high_or_inverse
HS3ST5	3	3	cartilage;meniscus;synovium	-0.6673146228713177	-1.8840514177020224	0.059558020789834173	0	3	0.5386450612349942	S2_high_or_inverse
LOC100128531	2	2	cartilage;synovium	-0.4951914219798645	-1.8853418844417955	0.059383694750201284	0	2	0.5386450612349942	S2_high_or_inverse
NQO1	3	2	meniscus;synovium	-0.7550508592817115	-1.8928901092716792	0.05837248485042948	0	3	0.5334897044106134	S2_high_or_inverse
ZNF114	1	1	cartilage	-1.0305842733281636	-1.902544621034136	0.05709999117734719	0	1	0.5237590779890593	S2_high_or_inverse
CYP4F22	1	1	cartilage	-0.8632018647849977	-1.9046956048992083	0.056819650655410496	0	1	0.521820629743859	S2_high_or_inverse
INSL5	3	2	cartilage;synovium	-0.5412582486673403	-1.9050870306339518	0.05676875899837564	1	2	0.5217757411341787	S2_high_or_inverse
SNORD114-23	1	1	cartilage	-0.9547055018819456	-1.9083028170653735	0.05635208912546389	0	1	0.5187868464780937	S2_high_or_inverse
TPSG1	5	3	cartilage;meniscus;synovium	-0.57332170404046	-1.9095465940198721	0.056191617038850825	1	4	0.5177297485415484	S2_high_or_inverse
LOC100130370	1	1	cartilage	-0.8993563212495074	-1.9108264790597855	0.056026883695405226	0	1	0.5165393309150997	S2_high_or_inverse
CLEC14A	1	1	cartilage	-0.9021817258228346	-1.9108264790597855	0.056026883695405226	0	1	0.5165393309150997	S2_high_or_inverse
ABCC2	2	1	synovium	-0.8250284137603788	-1.9108965382531096	0.05601787803513203	0	2	0.5165393309150997	S2_high_or_inverse
FAM196B	2	2	cartilage;synovium	-0.7193364638140641	-1.9115304020479054	0.055936453688727086	0	2	0.5165393309150997	S2_high_or_inverse
SGK223	1	1	cartilage	-0.510617837498847	-1.9135634841387903	0.05567595459236322	0	1	0.5158312158988463	S2_high_or_inverse
SON	1	1	synovium	-0.8810008294151414	-1.9145058250555576	0.05555555555555549	0	1	0.5158312158988463	S2_high_or_inverse
GDE1	1	1	synovium	-1.03798427964872	-1.9145058250555576	0.05555555555555549	0	1	0.5158312158988463	S2_high_or_inverse
PRPSAP2	1	1	synovium	-1.0942473943567628	-1.9145058250555576	0.05555555555555549	0	1	0.5158312158988463	S2_high_or_inverse
ALPPL2	1	1	synovium	-1.1046984281344334	-1.9145058250555576	0.05555555555555549	0	1	0.5158312158988463	S2_high_or_inverse
TNIK	1	1	synovium	-1.1125581336819268	-1.9145058250555576	0.05555555555555549	0	1	0.5158312158988463	S2_high_or_inverse
MRPL34	1	1	synovium	-1.1136346337177625	-1.9145058250555576	0.05555555555555549	0	1	0.5158312158988463	S2_high_or_inverse
CDC34	1	1	synovium	-1.1296985106993902	-1.9145058250555576	0.05555555555555549	0	1	0.5158312158988463	S2_high_or_inverse
HMOX2	1	1	synovium	-1.1438195722443774	-1.9145058250555576	0.05555555555555549	0	1	0.5158312158988463	S2_high_or_inverse
CCS	1	1	synovium	-1.158921246504881	-1.9145058250555576	0.05555555555555549	0	1	0.5158312158988463	S2_high_or_inverse
DNAL4	1	1	synovium	-1.1683847762469215	-1.9145058250555576	0.05555555555555549	0	1	0.5158312158988463	S2_high_or_inverse
RBM4B	1	1	synovium	-1.181369163547581	-1.9145058250555576	0.05555555555555549	0	1	0.5158312158988463	S2_high_or_inverse
ACTR3B	1	1	synovium	-1.18844670391546	-1.9145058250555576	0.05555555555555549	0	1	0.5158312158988463	S2_high_or_inverse
BRD4	1	1	synovium	-1.2017100225410529	-1.9145058250555576	0.05555555555555549	0	1	0.5158312158988463	S2_high_or_inverse
HOXC4	1	1	synovium	-1.2108215411433627	-1.9145058250555576	0.05555555555555549	0	1	0.5158312158988463	S2_high_or_inverse
AMPD2	1	1	synovium	-1.2961213447852789	-1.9145058250555576	0.05555555555555549	0	1	0.5158312158988463	S2_high_or_inverse
G6PD	1	1	synovium	-1.3036530046678276	-1.9145058250555576	0.05555555555555549	0	1	0.5158312158988463	S2_high_or_inverse
DAK	1	1	synovium	-1.345559777319861	-1.9145058250555576	0.05555555555555549	0	1	0.5158312158988463	S2_high_or_inverse
OR7E156P	4	3	cartilage;meniscus;synovium	-0.608056402281842	-1.9183756378278267	0.055063397861202415	0	4	0.5158312158988463	S2_high_or_inverse
MANEA	3	1	synovium	-0.707833378455896	-1.9227621871051885	0.05450992291627278	1	2	0.5158312158988463	S2_high_or_inverse
RPS6KA2-IT1	1	1	cartilage	-1.0201921739706155	-1.9239551378736472	0.054360206987653426	0	1	0.5158312158988463	S2_high_or_inverse
RP4-535B20.1	1	1	synovium	-0.9529382477785692	-1.9302718376147456	0.05357316458987535	0	1	0.5109858632502089	S2_high_or_inverse
PRPH2	2	2	cartilage;synovium	-0.5020892184055264	-1.931908855494247	0.053370756584630884	0	2	0.509537980793673	S2_high_or_inverse
VASH2	3	2	cartilage;synovium	-0.7534554319201912	-1.9328568852161587	0.0532538304011918	0	3	0.5089007751815954	S2_high_or_inverse
LINC01168	1	1	synovium	-0.7445417316860825	-1.9331641454652022	0.05321598010000831	0	1	0.5089007751815954	S2_high_or_inverse
ITPK1-AS1	1	1	synovium	-0.7861559876210096	-1.9331641454652022	0.05321598010000831	0	1	0.5089007751815954	S2_high_or_inverse
C1ORF115	2	1	synovium	-0.7712687787887639	-1.9394571665692542	0.05244569535691107	0	2	0.5038874008793608	S2_high_or_inverse
SMAGP	2	1	synovium	-0.9647269482465185	-1.9394571665692542	0.05244569535691107	0	2	0.5038874008793608	S2_high_or_inverse
CABYR	3	2	cartilage;synovium	-0.2540544036156638	-1.9404738183672232	0.052322133034182386	1	2	0.5033398073568249	S2_high_or_inverse
MIR624	1	1	cartilage	-0.945933630113127	-1.9473812013487515	0.05148905009357498	0	1	0.4991466916658415	S2_high_or_inverse
RNF165	3	3	cartilage;meniscus;synovium	-0.5527337314729514	-1.948401863477779	0.05136689702736418	0	3	0.4991466916658415	S2_high_or_inverse
AX747619	1	1	synovium	-0.8235210873322427	-1.949028044298059	0.05129207570617617	0	1	0.4991466916658415	S2_high_or_inverse
TBC1D3P5	2	2	cartilage;meniscus	-0.7449521631553563	-1.9513286369500948	0.05101796459787339	0	2	0.4991466916658415	S2_high_or_inverse
OR13A1	2	2	cartilage;meniscus	-0.7881442509844208	-1.9513286369500948	0.05101796459787339	0	2	0.4991466916658415	S2_high_or_inverse
AMIGO1	2	2	cartilage;meniscus	-0.7111333323074092	-1.9525936316473542	0.05086776637476641	0	2	0.4991466916658415	S2_high_or_inverse
KLHL11	2	1	synovium	-0.7320177250512205	-1.9533071236341737	0.050783213901728734	0	2	0.4991466916658415	S2_high_or_inverse
C9ORF131	3	3	cartilage;meniscus;synovium	-0.5893626783717986	-1.9561759389051425	0.050444431908170814	1	2	0.4991466916658415	S2_high_or_inverse
KCNJ14	2	2	cartilage;meniscus	-0.7391464223363022	-1.9565594827492254	0.05039928258472615	0	2	0.4991466916658415	S2_high_or_inverse
PSG7	3	2	cartilage;synovium	-0.6211774397520474	-1.9616749186482247	0.04980034371843448	0	3	0.49481865830440985	S2_high_or_inverse
PWRN2	2	2	cartilage;meniscus	-0.6437299510704378	-1.9629425314064404	0.04965285203883735	0	2	0.49356936706791693	S2_high_or_inverse
C20ORF202	1	1	cartilage	-0.8119856163913886	-1.9648903535730862	0.04942692945475818	0	1	0.49240248913119655	S2_high_or_inverse
OR51I1	1	1	cartilage	-0.7259409168091024	-1.96751159363849	0.049124260658585335	0	1	0.4900328622600482	S2_high_or_inverse
LNC-SMOC2-8	1	1	meniscus	-0.6052015419108334	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
XLOC_L2_013461	1	1	meniscus	-0.7903224440671467	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LINC00683	1	1	meniscus	-0.8703576055230964	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LOC101929646	1	1	meniscus	-0.8986754525801004	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LNC-MELK-1	1	1	meniscus	-0.9179367608206204	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LNC-CALM1-6	1	1	meniscus	-0.9372422635255191	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
SPATA33	1	1	meniscus	-0.9694689342707796	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LNC-SMCR5-2	1	1	meniscus	-0.9699210539208996	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LNC-YTHDF1-3	1	1	meniscus	-0.9802678894922805	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LNC-C2CD4A-5	1	1	meniscus	-0.9812753987307873	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
KCNMA1-AS3	1	1	meniscus	-0.9859735891209598	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LNC-ZWINT-3	1	1	meniscus	-0.9892251955533834	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LNC-BCL9L-1	1	1	meniscus	-1.0257257600931826	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
MCU	1	1	meniscus	-1.025934274539925	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LNC-CD2AP-1	1	1	meniscus	-1.034792465914154	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
UPF3B	1	1	meniscus	-1.0446178198091565	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LOC101929069	1	1	meniscus	-1.0569092128125421	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LNC-FAM59A-2	1	1	meniscus	-1.0736931993796461	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
FLJ33544	1	1	meniscus	-1.0740918789516036	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LNC-AWAT2-1	1	1	meniscus	-1.078057406613884	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LNC-PIK3R1-3	1	1	meniscus	-1.0830371232479639	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LNC-ZP2-1	1	1	meniscus	-1.0965271519361055	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
FAM9B	1	1	meniscus	-1.1057574845193747	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LNC-C1ORF212-1	1	1	meniscus	-1.1057996267188366	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LNC-CHRNA5-1	1	1	meniscus	-1.110799439705418	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LNC-C14ORF101-3	1	1	meniscus	-1.1157837188996873	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LOC285593	1	1	meniscus	-1.12588741189703	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LNC-EBF3-5	1	1	meniscus	-1.1263550182851882	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LNC-PIK3CG-3	1	1	meniscus	-1.131441789665159	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LNC-RNF144B-2	1	1	meniscus	-1.1372011422862385	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LNC-PHF2-1	1	1	meniscus	-1.1376619524892122	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LNC-LRP1B-4	1	1	meniscus	-1.1502390221850582	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LNC-RECQL5-2	1	1	meniscus	-1.1544873407694696	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
XLOC_L2_009105	1	1	meniscus	-1.1576603298148505	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LOC102659288	1	1	meniscus	-1.1630682112175639	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LNC-ARHGEF11-1	1	1	meniscus	-1.1662763083780925	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LOC102723323	1	1	meniscus	-1.166433000383883	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
ZBTB9	1	1	meniscus	-1.173455304355162	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LNC-CD300C-2	1	1	meniscus	-1.176654509038948	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
XLOC_L2_013547	1	1	meniscus	-1.177832404433794	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LNC-AC022532.1-1	1	1	meniscus	-1.1797902074336943	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LOC101927958	1	1	meniscus	-1.180814678586367	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LINC00945	1	1	meniscus	-1.1838738417151824	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
FABP1	1	1	meniscus	-1.1851879546604565	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LNC-ATP6V1E2-3	1	1	meniscus	-1.1900600904806762	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LNC-GPR137B-2	1	1	meniscus	-1.1901384426221466	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LNC-RPL7-1	1	1	meniscus	-1.1984153620082778	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LINC01195	1	1	meniscus	-1.2019556889240137	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LOC101926959	1	1	meniscus	-1.2026372159966374	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
XLOC_L2_015003	1	1	meniscus	-1.205552136836612	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LNC-TWSG1-1	1	1	meniscus	-1.2072671818543945	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
XLOC_L2_005457	1	1	meniscus	-1.2116025351475113	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LNC-NUP188-1	1	1	meniscus	-1.2239493686073464	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LNC-FZD1-1	1	1	meniscus	-1.2264667215278324	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
TTC23L	1	1	meniscus	-1.2287873738227462	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
XLOC_L2_010875	1	1	meniscus	-1.2320212402813038	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LNC-B3GNT7-1	1	1	meniscus	-1.2367066553747703	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LNC-NLRP10-1	1	1	meniscus	-1.2370429943623724	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LNC-POLR1A-2	1	1	meniscus	-1.2467349457057477	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LNC-C1QTNF9-3	1	1	meniscus	-1.2504848229151715	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LNC-DISP1-3	1	1	meniscus	-1.2636897526709368	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
XLOC_L2_001310	1	1	meniscus	-1.264921885055036	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
XLOC_L2_000423	1	1	meniscus	-1.2829392230901824	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LOC102723873	1	1	meniscus	-1.28397587947172	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LOC101927504	1	1	meniscus	-1.2844939146277903	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LNC-ZNF673-2	1	1	meniscus	-1.2854305467774332	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LNC-CRLF3-1	1	1	meniscus	-1.2920478838951608	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
XLOC_L2_001549	1	1	meniscus	-1.2946973317857156	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
TSC1	1	1	meniscus	-1.2952169188181644	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LNC-CXXC11-3	1	1	meniscus	-1.298239873321655	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LNC-ANKRD18B-3	1	1	meniscus	-1.3084668113312836	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LNC-C22ORF42-2	1	1	meniscus	-1.3084949994502821	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LNC-MEF2D-1	1	1	meniscus	-1.3109849921580514	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LNC-TIMM13-1	1	1	meniscus	-1.3167429622387827	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LINC00905	1	1	meniscus	-1.3208325938019971	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LOC100505940	1	1	meniscus	-1.33538362469268	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LNC-ATIC-4	1	1	meniscus	-1.3425339639861695	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
XLOC_L2_012162	1	1	meniscus	-1.3487899568360022	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LNC-AL137145.1-3	1	1	meniscus	-1.3598363061602237	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LNC-EDAR-6	1	1	meniscus	-1.3639655618090312	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LNC-AC021218.2.1-1	1	1	meniscus	-1.4059428912047034	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LNC-MYBBP1A-1	1	1	meniscus	-1.4066996835627432	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
C1ORF195	1	1	meniscus	-1.4164759867761672	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LNC-SOD2-1	1	1	meniscus	-1.4373578452162101	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LNC-C5ORF22-3	1	1	meniscus	-1.465385619948968	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LOC102724598	1	1	meniscus	-1.4748028656393959	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LOC102723854	1	1	meniscus	-1.497804251367494	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
LNC-AGMAT-2	1	1	meniscus	-1.4985136275330215	-1.9730940462065556	0.04848484848484847	0	1	0.4861718207060958	S2_high_or_inverse
HLF	3	2	meniscus;synovium	-0.6017204307481183	-1.9746320218860083	0.04830992237924697	0	3	0.4861718207060958	S2_high_or_inverse
PEG10	2	1	synovium	-0.6504637210796649	-1.9748962368448784	0.04827992455114458	0	2	0.4861718207060958	S2_high_or_inverse
SDPR	3	2	cartilage;synovium	-0.5779907445763129	-1.9778628772220659	0.047944177839367046	0	3	0.4861718207060958	S2_high_or_inverse
LOC100507537	2	2	cartilage;synovium	-0.5659792574413465	-1.979411709739356	0.0477696711839926	0	2	0.4861718207060958	S2_high_or_inverse
KISS1R	2	2	cartilage;meniscus	-0.867139745845843	-1.9804260451032216	0.0476556757659452	0	2	0.4861718207060958	S2_high_or_inverse
LOC284395	2	2	cartilage;meniscus	-0.8260788535813552	-1.9810900686872301	0.04758117382872397	0	2	0.4861718207060958	S2_high_or_inverse
AK125871	1	1	synovium	-0.9456150570959606	-1.9820624179302297	0.04747225514291817	0	1	0.4861718207060958	S2_high_or_inverse
CXORF56	2	1	synovium	-0.8318078552779373	-1.982983182061756	0.047369308139317036	0	2	0.4861718207060958	S2_high_or_inverse
GRK5	2	1	synovium	-0.8803295196159182	-1.982983182061756	0.047369308139317036	0	2	0.4861718207060958	S2_high_or_inverse
CMA1	4	2	cartilage;synovium	-0.5598195166281369	-1.9836896099220211	0.047290452552327576	0	4	0.4861718207060958	S2_high_or_inverse
WDR38	1	1	cartilage	-0.8156503568781499	-1.9840579217700087	0.047249383243575	0	1	0.4861718207060958	S2_high_or_inverse
LOC339894	1	1	cartilage	-1.0908633851340426	-1.9840579217700087	0.047249383243575	0	1	0.4861718207060958	S2_high_or_inverse
INHBC	4	3	cartilage;meniscus;synovium	-0.6133119153671892	-1.9854994477222518	0.04708893150410471	0	4	0.4861718207060958	S2_high_or_inverse
C1ORF109	2	1	synovium	-0.9565059550780118	-1.9865477286134074	0.04697253869095782	0	2	0.4861718207060958	S2_high_or_inverse
C1ORF172	1	1	cartilage	-0.7253516599057918	-1.9885620318156927	0.04674956572070854	0	1	0.4861718207060958	S2_high_or_inverse
GDPD2	1	1	cartilage	-1.1578978557693074	-1.9885620318156927	0.04674956572070854	0	1	0.4861718207060958	S2_high_or_inverse
